#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BA06E2
#Date Time: 2025-05-29 18:25:59.284.249.250
#Sample rate: 9.102Hz
#Samples: 11770
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 100 mV/div Offset: -1 V Sample Mode: Average
#Channel 2: Range: 100 mV/div Offset: 1.8 V Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V Readback: 5.001775688 V
#Negative Supply: ON
#Voltage: -5 V Readback: -4.9978284842 V

Time (s),Channel 1 (V),Channel 2 (V)
-878.92768,0.9924061073039453,-1.780990438142863
-878.81781404,0.9658670995097075,-1.712995561787885
-878.7079480800001,0.9657885817351685,-1.713074168581359
-878.59808212,0.9658670995097075,-1.713231382168307
-878.48821616,0.9653959928624726,-1.713231382168307
-878.3783502,0.9653959928624726,-1.713467202548729
-878.26848424,0.9653959928624726,-1.713624416135677
-878.15861828,0.9652389573133942,-1.713860236516099
-878.0487523199999,0.9652389573133942,-1.714096056896521
-877.93888636,0.9648463684406984,-1.714331877276943
-877.8290204,0.9646893328916201,-1.714410484070417
-877.71915444,0.9642967440189242,-1.714253270483469
-877.60928848,0.9646108151170809,-1.714174663689995
-877.4994225199999,0.9646893328916197,-1.713860236516098
-877.38955656,0.9643752617934633,-1.713467202548729
-877.2796906,0.964218226244385,-1.713231382168307
-877.16982464,0.9640611906953067,-1.713624416135677
-877.05995868,0.9640611906953067,-1.713467202548729
-876.95009272,0.9639826729207676,-1.713860236516099
-876.84022676,0.9638256373716892,-1.713938843309573
-876.7303608,0.9636686018226109,-1.713938843309573
-876.62049484,0.9630404596262976,-1.714017450103047
-876.51062888,0.9631189774008367,-1.714096056896521
-876.40076292,0.9626478707536017,-1.714096056896521
-876.2908969599999,0.9621767641063668,-1.714017450103047
-876.181031,0.9621767641063668,-1.713938843309573
-876.07116504,0.9620197285572885,-1.713781629722625
-875.96129908,0.9622552818809059,-1.713545809342203
-875.85143312,0.9617841752336709,-1.713309988961781
-875.74156716,0.9617841752336709,-1.71307416858136
-875.6317012,0.9616271396845926,-1.712838348200937
-875.52183524,0.9616271396845926,-1.712602527820515
-875.41196928,0.9613130685864359,-1.712209493853146
-875.30210332,0.9613130685864359,-1.712209493853146
-875.19223736,0.9611560330373576,-1.712366707440094
-875.0823713999999,0.9608419619392006,-1.712523921027042
-874.97250544,0.9604493730665051,-1.712838348200937
-874.86263948,0.9599782664192702,-1.713545809342203
-874.75277352,0.9602138197428877,-1.713860236516099
-874.64290756,0.9605278908410443,-1.713938843309573
-874.5330416,0.9604493730665052,-1.714017450103047
-874.42317564,0.9604493730665051,-1.713938843309573
-874.31330968,0.9606064086155834,-1.713860236516099
-874.20344372,0.9608419619392009,-1.713781629722625
-874.09357776,0.9606064086155834,-1.713624416135677
-873.9837118,0.9602923375174268,-1.713624416135677
-873.8738458399999,0.9595071597720345,-1.713624416135677
-873.76397988,0.9588004998011826,-1.713467202548729
