#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BA06E2
#Date Time: 2025-05-19 18:00:00.477.900.630
#Sample rate: 27.307Hz
#Samples: 10980
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V Readback: 4.999822226 V
#Negative Supply: ON
#Voltage: -5 V Readback: -4.9988049723 V

Time (s),Channel 1 (V),Channel 2 (V)
-292.9652,-0.321564089906609,0.936614465717882
-292.92857935,-0.5598655356329746,1.638573131440364
-292.8919587,-0.5566463068768688,1.636372141223093
-292.85533805,-0.5575100023967996,1.63055523850602
-292.8187174,-0.5576670379458769,1.637551243125201
-292.78209675,-0.5565677891023296,1.636214927636145
-292.7454761,-0.5564892713277879,1.639123378994673
-292.70885545,-0.5537411492189197,1.630398024919071
-292.6722348,-0.5513070982082078,1.634171151005818
-292.63561415,-0.5528774536989889,1.633070655897186
-292.5989935,-0.5514641337572839,1.631498520027707
-292.56237285,-0.5475382450303257,1.631655733614655
-292.5257522,-0.5476167628048648,1.634878612147087
-292.48913155,-0.548401940550252,1.635586073288351
-292.4525109,-0.5435338385288283,1.633463689864556
-292.41589025,-0.5465960317358529,1.637629849918672
-292.3792696,-0.5418849652635058,1.632048767582025
-292.34264895,-0.5423560719107403,1.633306476277607
-292.3060283,-0.5357605788494509,1.626153258071478
-292.26940765,-0.54055016309634,1.635350252907931
-292.232787,-0.5390583253800958,1.629611956984339
-292.19616635,-0.5389798076055566,1.637551243125202
-292.1595457,-0.5403146097727232,1.637472636331728
-292.12292505,-0.5410997875181142,1.636843781983937
-292.0863044,-0.535053918878604,1.629297529810443
-292.04968375,-0.5380375943110867,1.631891553995077
-292.0130631,-0.5386657365073995,1.631184092853812
-291.97644245,-0.5379590765365475,1.632520408342869
-291.9398218,-0.5385872187328609,1.635821893668775
-291.90320115,-0.5368598276929984,1.630633845299495
-291.8665805,-0.5359961321730684,1.631812947201603
-291.82995985,-0.5330909745151202,1.626153258071482
-291.7933392,-0.5340331878095893,1.631184092853811
-291.75671855,-0.5344257766822847,1.632677621929815
-291.7200979,-0.5332480100641976,1.630083597745176
-291.68347725,-0.5319917256715722,1.631105486060336
-291.6468566,-0.5326983856424234,1.624974156169368
-291.61023595,-0.5309709946025618,1.633306476277608
-291.5736153,-0.5321487612206457,1.621751277636942
-291.53699465,-0.5280658369446127,1.628432855082222
-291.500374,-0.5308924768280221,1.626624898832325
-291.46375335,-0.5303428524062486,1.630948272473389
-291.4271327,-0.5300287813080922,1.625524403723691
-291.39051205,-0.5293221213372394,1.625760224104108
-291.3538914,-0.5270451058756057,1.626231864864951
-291.31727075,-0.5274376947482995,1.623637840680311
-291.2806501,-0.5283799080427695,1.631498520027707
-291.24402945,-0.5253962326102775,1.624188088234631
-291.2074088,-0.5213918261087838,1.626782112419269
-291.17078815,-0.5242969837667297,1.622537345571681
-291.1341675,-0.5209207194615487,1.628197034701801
-291.09754685,-0.5211562727851661,1.624030874647684
-291.0609262,-0.5191933284216871,1.6263890784519
-291.02430555,-0.5195073995198435,1.625760224104108
-290.9876849,-0.518643703999913,1.631341306440759
-290.95106425,-0.5156600285674247,1.627725393940957
-290.9144436,-0.5174659373818233,1.631026879266861
-290.87782295,-0.5151889219201897,1.628511461875696
-290.8412023,-0.5127548709094718,1.626231864864947
-290.80458165,-0.5085934288588998,1.621279636876092
-290.767961,-0.5103993376732989,1.625760224104104
-290.73134035,-0.512440799811319,1.630004990951702
-290.6947197,-0.5113415509677717,1.626074651278007
-290.65809905,-0.5100067488006048,1.630240811332124
-290.6214784,-0.5062378956227249,1.62599604448453
-290.58485775,-0.5085934288588971,1.624895549375893
-290.5482371,-0.5056097534264116,1.623873661060733
-290.51161645,-0.508436393309822,1.625131369756321
-290.4749958,-0.5089860177315957,1.630476631712545
-290.43837515,-0.5114200687423076,1.635586073288348
-290.4017545,-0.5103993376733006,1.632913442310238
-290.36513385,-0.5088289821825174,1.633620903451504
-290.3285132,-0.506787520044499,1.628511461875696
-290.29189255,-0.5030186668666191,1.628354248288749
-290.2552719,-0.5038038446120047,1.6296905637778
-290.21865125,-0.4970513160016426,1.623008986332519
-290.1820306,-0.4988572248160417,1.63354229665802
-290.14540995,-0.4942246761182327,1.627725393940957
-290.1087893,-0.4922617317547553,1.624738335788949
-290.07216865,-0.4741241258362064,1.634092544212348
-290.035548,-0.4614042463608617,1.613969205083013
-289.99892735,-0.4419318382751488,1.611060753724477
-289.9623067,-0.4069129108306813,1.600763263779388
-289.92568605,-0.3743280343968869,1.567984230900741
-289.8890654,-0.3293373495859863,1.56232454177062
-289.85244475,-0.285445913618633,1.539449964869718
-289.8158241,-0.2387278377677899,1.487412267589934
-289.77920345,-0.1855713044048236,1.456912831722065
-289.7425828,-0.1393243352012071,1.390647304823487
-289.70596215,-0.09174256383047312,1.331770816511489
-289.6693415,-0.05373996095349015,1.262282411080433
-289.63272085,-0.02390320662863461,1.18060995266106
-289.5961002,-0.00372413857205836,1.111042940436527
-289.55947955,0.008210563157883858,1.026304817071673
-289.5228589,0.00758242096157111,0.9501348341954727
-289.48623825,-0.005294494062852514,0.8781310113732541
-289.4496176,-0.02460986659946953,0.8023540624644236
-289.41299695,-0.06151322063289462,0.7389969869243412
-289.3763763,-0.1078387076110019,0.6855443673620469
-289.33975565,-0.1623300431412461,0.6394021795928142
-289.303135,-0.2323678980301176,0.6207723695395022
-289.26651435,-0.3038190728608267,0.5945177005191945
-289.2298937,-0.379667243065591,0.5897226861172872
-289.19327305,-0.4614042463607874,0.6091385641053382
-289.1566524,-0.5424345896852799,0.6162917823114864
-289.12003175,-0.6213449530970691,0.6750896638299565
-289.0834111,-0.6961723922329649,0.7154149488821526
-289.04679045,-0.766681353769135,0.7794008787699578
-289.0101698,-0.8288674312041994,0.8596584149069404
-288.97354915,-0.8791973246837584,0.9337846211528193
-288.9369285,-0.9197910141205285,1.024811287995756
-288.90030785,-0.9438174531294912,1.122205105109906
-288.8636872,-0.957950652546528,1.198453694779581
-288.82706655,-0.9547314237904351,1.301271380643592
-288.7904459,-0.9386352800099209,1.380742848845696
-288.75382525,-0.9081703834887103,1.451095929004964
-288.7172046,-0.8601175054707413,1.524986314870488
-288.68058395,-0.8029565656061659,1.560437978727291
-288.6439633,-0.7332327818154508,1.610746326550581
-288.60734265,-0.6551861139234481,1.625131369756325
-288.570722,-0.5752550194426509,1.63432836459277
-288.53410135,-0.4876291830570225,1.624266695028112
-288.4974807,-0.4017307377110964,1.590465773834299
-288.46086005,-0.3168530234343362,1.549118600467032
-288.4242394,-0.2371574822770066,1.497080903187232
-288.38761875,-0.1660988963190624,1.421068133897911
-288.3509981,-0.1030491233640697,1.341125024934814
-288.31437745,-0.05554586976791808,1.256858542330804
-288.2777568,-0.01950621125442252,1.15474831760805
-288.24113615,0.001222481223898177,1.070796262177935
-288.2045155,0.00640465434347835,0.9683716102814558
-288.16789485,-0.00333154969937339,0.88677775865539
-288.1312742,-0.02971352194453282,0.8029043100186724
-288.09465355,-0.06897240921411528,0.7266557203489291
-288.0580329,-0.1254266891077749,0.6696657950803067
-288.02141225,-0.1905964419753506,0.6290260828542397
-287.9847916,-0.2662875766310368,0.5976619722581573
-287.94817095,-0.3517149153297236,0.5872072687261251
-287.9115503,-0.4345511674684673,0.5923167103019279
-287.87492965,-0.5247680904138858,0.6176280978005207
-287.838309,-0.6112946779561276,0.6603901934503791
-287.80168835,-0.6938953767713292,0.708261730676022
-287.7650677,-0.7665243182200567,0.7836456456175517
-287.72844705,-0.8320081421857203,0.8554136480592791
-287.6918264,-0.8850861577742297,0.9461258877283164
-287.65520575,-0.9224606184548383,1.039589365168772
-287.6185851,-0.9484500018272782,1.132266774674489
-287.58196445,-0.9560662259576009,1.231232727658292
-287.5453438,-0.9525329261033417,1.323281282816218
-287.50872315,-0.9265435427308749,1.401259221942472
-287.4721025,-0.8874416910103707,1.484032175470554
-287.43548185,-0.8351488531672279,1.542437023021751
-287.3988612,-0.7702146536233975,1.590151346660403
-287.36224055,-0.6944450011930292,1.624974156169374
-287.3256199,-0.6130220689959892,1.631341306440759
-287.28899925,-0.5258673392575954,1.633227869484132
-287.2523786,-0.4360430051847115,1.608466729539836
-287.21575795,-0.3512438086824904,1.57097128905279
-287.1791373,-0.2675438610236635,1.518619164599097
-287.14251665,-0.1932660463096134,1.454240200743923
-287.105896,-0.1273896334712052,1.374847339335142
-287.06927535,-0.07368347568646519,1.288065439339967
-287.0326547,-0.03191201963160479,1.197903447225244
-286.99603405,-0.004823387415617524,1.101217091252359
-286.9594134,0.006326136568933758,1.00932574968138
-286.92279275,0.002321730067446486,0.9127966072952715
-286.8861721,-0.01793585576363965,0.8296306197998952
-286.84955145,-0.05405403205167394,0.7521243214344929
-286.8129308,-0.1052476210512095,0.6907324157313285
-286.77631015,-0.1702603383697059,0.63743700975595
-286.7396895,-0.2447737064073056,0.6020639526926992
-286.70306885,-0.3278455118698235,0.5883863706282267
-286.6664482,-0.417277257069851,0.5850062785088495
-286.62982755,-0.5056882712008703,0.6071733942684865
-286.5932069,-0.5942563208811288,0.6447474415490606
-286.55658625,-0.6784273751870371,0.6948985757854028
-286.5199656,-0.7574162563735136,0.7637581268686393
-286.48334495,-0.8229785981137163,0.8428365611034452
-286.4467243,-0.8810817512727367,0.927260257294571
-286.41010365,-0.9231672784256908,1.026697851039043
-286.373483,-0.9489996262490843,1.122912566251259
-286.33686235,-0.95802917032108,1.218734247495932
-286.3002417,-0.9515907128088744,1.310704195860384
-286.26362105,-0.9310190558796073,1.399136838518675
-286.2270004,-0.8885409398539577,1.474835180634032
-286.19037975,-0.8386821530215492,1.54188677546739
-286.1537591,-0.7669169070927525,1.585592152638913
-286.11713845,-0.6899694880442935,1.615462734159028
-286.0805178,-0.6048562204439161,1.62520997654979
-286.04389715,-0.5166022418618124,1.626624898832297
-286.0072765,-0.4261497655927767,1.60021301622507
-285.97065585,-0.3369535737163664,1.557450920575274
-285.9340352,-0.253489179381153,1.502583378730409
-285.89741455,-0.1776410091763886,1.428299958897582
-285.8607939,-0.1091735097781677,1.345998646130277
-285.82417325,-0.05892213407310217,1.261653556732715
-285.7875526,-0.01777882021456182,1.15569159912973
-285.75093195,0.001929141194750661,1.062778369243591
-285.7143113,0.008210563157873361,0.9588601882709314
-285.67769065,-0.00333154969937339,0.8689340165368006
-285.64107,-0.03159794853344707,0.7839600727915248
-285.60444935,-0.0758819733735618,0.7105413276867669
-285.5678287,-0.1351628931506313,0.6539444363855142
-285.53120805,-0.2066140679812715,0.6108679135617829
-285.4945874,-0.2863096091385239,0.5866570211718026
-285.45796675,-0.3726791611316889,0.5801326573134716
-285.4213461,-0.4645449573424283,0.5888580113890736
-285.38472545,-0.5551544691605423,0.6190430200830476
-285.3481048,-0.6433299299681069,0.6684080863847233
-285.31148415,-0.7256165576850769,0.7309790939899401
-285.2748635,-0.7996588190755843,0.8069918632793185
-285.23824285,-0.8627871098050729,0.8938523700680465
-285.2016222,-0.9119392366665902,0.9885735562041709
-285.16500155,-0.9421685798641687,1.085259912177144
-285.1283809,-0.9582647236446959,1.18446168554137
-285.09176025,-0.956615850379375,1.278789837710039
-285.0551396,-0.9383997266863053,1.369344863791961
-285.01851895,-0.8996119460639413,1.442842215690198
-284.9818983,-0.8557990278711272,1.518383344218607
-284.94527765,-0.7930633260142944,1.575923517041616
-284.908657,-0.7161159069659128,1.609803045028894
-284.87203635,-0.633044101503394,1.628825889049591
-284.8354157,-0.5425131074598191,1.627961214321379
-284.79879505,-0.4525317378378508,1.609488617854962
-284.7621744,-0.358702997263634,1.570578255085386
-284.72555375,-0.273118623016022,1.51751866949051
-284.6889331,-0.1934230818586918,1.445279026287891
-284.65231245,-0.1243274402642894,1.367458300748739
-284.6156918,-0.06724501817425366,1.269357022493164
-284.57907115,-0.02649429318842705,1.175657724672201
-284.5424505,0.0001232323803572229,1.073390286362488
-284.50582985,0.008210563157883858,0.9763895032157068
-284.4692092,-0.001525640884997091,0.8830046325685589
-284.43258855,-0.02845723755190618,0.7940217423561147
-284.3959679,-0.07234867351925947,0.7185592206211797
-284.35934725,-0.1317081110709081,0.6591324847547957
-284.3227266,-0.2043370525195696,0.6135405445399391
-284.28610595,-0.2858385024912889,0.5871286619326465
-284.2494853,-0.3749561765932411,0.5823336475307347
-284.21286465,-0.4681567749713129,0.5934172054105969
-284.176244,-0.5593944289857395,0.6302837915498516
-284.13962335,-0.64725581869514,0.6758757317648091
-284.1030027,-0.7296209641866492,0.74135519072856
-284.06638205,-0.801700281213537,0.8175251736047601
-284.0297614,-0.8658493030121004,0.9021846901762866
-283.99314075,-0.909976292303071,0.9951765268558991
-283.9565201,-0.9431107931586387,1.092334523589801
-283.91989945,-0.9596780435864025,1.192322364888681
-283.8832788,-0.9534751393977909,1.285392808361933
-283.84665815,-0.934238284635713,1.374454305367851
-283.8100375,-0.896235681758713,1.450152647483339
-283.77341685,-0.8477116970935533,1.519090805359941
-283.7367962,-0.7833271219714966,1.572307604541765
-283.70017555,-0.7103841094245538,1.610667719757107
-283.6635549,-0.6239360396570117,1.624030874647668
-283.62693425,-0.5360746499476076,1.627017932799691
-283.5903136,-0.4431881226677755,1.606580166496461
-283.55369295,-0.3515578797804919,1.563975284433524
-283.5170723,-0.2657379522092627,1.50934356296917
-283.48045165,-0.1871416598954964,1.438911876016428
-283.443831,-0.1187526782719459,1.359519014607798
-283.40721035,-0.063476164996424,1.264326187710917
-283.3705897,-0.02248988668692964,1.163630885270684
-283.33396905,0.0005943390275848572,1.070796262177935
-283.2973484,0.007346867637953043,0.9715158820203211
-283.26072775,-0.00317451415029506,0.8767946958841968
-283.2241071,-0.03034166414088684,0.7904844366497185
-283.18748645,-0.07509679562817015,0.7158079828495224
-283.1508658,-0.1350058576016198,0.6560668198092723
-283.11424515,-0.2084199767956723,0.6133047241594758
-283.0776245,-0.292198442228885,0.5876003026935136
-283.04100385,-0.38445682731248,0.5813903660090471
-283.0043832,-0.4783640856613213,0.602456986660069
-282.96776255,-0.5748624305699551,0.6342927380170237
-282.9311419,-0.6660215668099255,0.6919115176334379
-282.89452125,-0.7521555654794551,0.7607710687167097
-282.8579006,-0.8242348825063429,0.8498325657226278
-282.82127995,-0.8854787466468359,0.9458114605542483
-282.7846593,-0.9290561115161281,1.050908743429023
-282.74803865,-0.9557521548594199,1.159700545596887
-282.711418,-0.9578721347720017,1.263382906189142
-282.67479735,-0.9411478487951596,1.362348859172861
-282.6381767,-0.9056578147034087,1.450231254276818
-282.60155605,-0.8525012813404423,1.524357460522697
-282.5649354,-0.7814426953824202,1.579146395574079
-282.52831475,-0.6958583211348083,1.612868709974378
-282.4916941,-0.605876951513007,1.63008359774516
-282.45507345,-0.5036468090629325,1.620807996115248
-282.4184528,-0.4062062508599174,1.592430943671174
-282.38183215,-0.3064886771950893,1.539685785250119
-282.3452115,-0.2165073075732062,1.470669020579981
-282.30859085,-0.1394028529756878,1.387660246671386
-282.2719702,-0.07517531340270932,1.28853708010081
-282.23534955,-0.02641577541386375,1.175736331465577
-282.1987289,0.0001232323803498675,1.067809204025925
-282.16210825,0.005226887725390947,0.9655417657163931
-282.1254876,-0.007335956200870803,0.8668902399064775
-282.08886695,-0.04345413248885383,0.7699680635531704
-282.0522463,-0.09786695024452799,0.6939552942637609
-282.01562565,-0.1686899828788548,0.631462893451961
-281.979005,-0.2538817682539347,0.5971117247038245
-281.94238435,-0.3483386510244642,0.5805256912808336
-281.9057637,-0.4484488135619922,0.588386370628262
-281.86914305,-0.5503648849137356,0.6237594276915127
-281.8325224,-0.6468632298222816,0.6724170328518509
-281.79590175,-0.7373157060914873,0.7443422488805707
-281.7592811,-0.8158334806305809,0.8302594741475331
-281.72266045,-0.8792758424582976,0.9286751795770117
-281.6860398,-0.9241880094946999,1.035816239082022
-281.64941915,-0.9509625706125616,1.145394109184825
-281.6127985,-0.95802917032108,1.255050586080902
-281.57617785,-0.9380071378135622,1.354802606999443
-281.5395572,-0.9041659769872129,1.445436239874839
-281.50293655,-0.8474761437699873,1.51799031025124
-281.4663159,-0.7731983290558857,1.575687696661194
-281.42969525,-0.6872998837101174,1.609488617854967
-281.3930746,-0.5944133564302071,1.627646787147483
-281.35645395,-0.4917121073329794,1.613418957528696
-281.3198333,-0.3889323404611217,1.579146395573998
-281.28321265,-0.2891362490219338,1.523964426555327
-281.246592,-0.1991548793999793,1.44889493878761
-281.20997135,-0.1205585870863467,1.357160810803579
-281.1733507,-0.05986434736762735,1.257644610265634
-281.13673005,-0.01785733798911891,1.147359279021574
-281.1001094,0.003106907812819068,1.038410263266762
-281.06348875,0.002949872263759806,0.9272602572944805
-281.0268681,-0.01879955128358889,0.8312813624627727
-280.99024745,-0.06151322063295068,0.7406477295872312
-280.9536268,-0.1231496736461391,0.6712379309497859
-280.91700615,-0.2010393059890722,0.6207723695394793
-280.8803855,-0.2905495689636388,0.5956181956278344
-280.84376485,-0.3887753049120448,0.5868928415522324
-280.8071442,-0.4913980362348228,0.6096888116596735
-280.77052355,-0.5926859653903455,0.6463981842120139
-280.7339029,-0.6871428481609609,0.7074756627412824
